county,town,name,addresses,lon,lat,geoAddress,X.U.505C..U.8ECA..U.5834.,X.U.5EC1..U.6240.,ATM,X.U.5EA7..U.4F4D..U.5340.,ibon.WiFi,OPEN..STORE,X.U.5343..U.79A7..U.8840..U.58D3..U.7AD9.,X.U.51B0..U.584A..U.676F..U.8CA9..U.552E.,X.U.971C..U.6DC7..U.6DCB.,X.U.53F0..U.5851..U.6709..U.6A5F..U.852C..U.83DC.,X.U.7F8E..U.599D.,Mister.Donut.U.751C..U.751C..U.5708.,ibon,X.U.73FE..U.8403..U.8336.,X.U.73FE..U.84B8..U.5730..U.74DC.,X.U.7D71..U.4E00..U.751F..U.6A5F.,OPEN..U.5152..U.7AE5..U.95B1..U.89BD..U.5BA4.,K.Seren,X21TOGO,X.U.70D8..U.57F9..U.574A.,X....CAFE.RESERVE,X.U.535A..U.5BA2..U.4F86.,X.U.7CD6..U.679C..U.5C4B.,X.U.65E5..U.672C.7.ELEVEN.U.9650..U.5B9A.,X.U.570B..U.969B..U.7CBE..U.54C1..U.5C08..U.6AC3.,X.U.7CBE..U.54C1..U.5496..U.5561.,CITY.CAFE.U.6C2E..U.6C23..U.98F2..U.54C1.,X.U.5929..U.7D20..U.5730..U.852C.,X.U.56B4..U.9078..U.7D20..U.6750..U.51B7..U.51CD..U.9BAE..U.7269.,X.U.5149..U.5408..U.5E15..U.5C3C..U.5C3C.,X.U.51B7..U.51CD..U.4EA4..U.8CA8..U.4FBF.,X.U.9152.BAR,X.U.5BF5..U.7269..U.751F..U.6D3B..U.5C08..U.5340.,X.U.9177..U.8056..U.77F3.,X.U.751C..U.9EDE..U.5C08..U.6AC3.
新北市,土城區,承義,新北市土城區忠承路22號,121.4411082,24.9675443,"no. 22, zhongcheng rd, tucheng district, new taipei city, taiwan 236",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA
新北市,土城區,泳豐,新北市土城區永豐路264之1號,121.4692814,24.9789331,"no. 264之1號, yongfeng rd, tucheng district, new taipei city, taiwan 236",NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA
新北市,土城區,金城,新北市土城區金城路三段71號,121.4662571,24.9872209,"no. 71, section 3, jincheng rd, tucheng district, new taipei city, taiwan 236",NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,土城區,金峰,新北市土城區明峰街9號11號,121.4656349,24.9858877,"no. 9, mingfeng st, tucheng district, new taipei city, taiwan 236",NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,土城區,金源,新北市土城區水源街59號1樓、福仁街23號1樓,121.4403325,24.9759634,"1, no. 59, shuiyuan st, tucheng district, new taipei city, taiwan 236",NA,1,1,1,1,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,土城區,金裕,新北市土城區裕民路255號1樓,121.4548268,24.9829525,"1, no. 255, yumin rd, tucheng district, new taipei city, taiwan 236",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA
新北市,土城區,青雲,新北市土城區青雲路499號501號,121.458911,24.9733759,"no. 499, qingyun rd, tucheng district, new taipei city, taiwan 236",NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
新北市,土城區,信利,新北市土城區興城路96巷4號,121.4402838,24.9718747,"no. 4, lane 96, xingcheng rd, tucheng district, new taipei city, taiwan 236",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,土城區,城利,新北市土城區中央路二段223-13.223-15號,121.4405989,24.972951,"no. 223, section 2, zhongyang rd, tucheng district, new taipei city, taiwan 236",NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,1,NA,NA
新北市,土城區,城庚,新北市土城區金城路二段6號B1,121.4487782,24.9768695,"b1, no. 6, section 2, jincheng rd, tucheng district, new taipei city, taiwan 236",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,1,NA,NA,NA,NA
新北市,土城區,城政,新北市土城區中正路69號1樓,121.4446947,24.9758222,"1樓, no. 69號, zhongzheng rd, tucheng district, new taipei city, taiwan 236017",NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,土城區,城運,新北市土城區承天路10號,121.4375939,24.9646093,"no. 10-12, chengtian rd, tucheng district, new taipei city, taiwan 236",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA
新北市,土城區,皇翔,新北市土城區中央路一段88號1樓、裕民路10-1號.10號.8-1號.8號,121.4469333,24.9889243,"裕 民 路, no. 88, section 1, zhongyang rd, tucheng district, new taipei city, taiwan 236",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,1,NA,NA
新北市,土城區,皇裕,新北市土城區裕民路114巷16號1樓,121.450365,24.9860386,"1, no. 16, lane 114, yumin rd, tucheng district, new taipei city, taiwan 236",NA,1,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
新北市,土城區,虹海,新北市土城區中央路四段109號111號1樓,121.4165669,24.9577746,"111 1, no. 109, section 4, zhongyang rd, tucheng district, new taipei city, taiwan 236",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA
新北市,土城區,海廷,新北市土城區裕民路92巷22弄2號1樓,121.4496277,24.9862329,"236, taiwan, new taipei city, tucheng district, alley 22, lane 92, yumin rd, 1-4號1",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,土城區,高峰,新北市土城區中央路二段187號,121.442112,24.9757349,"no. 187, section 2, zhongyang rd, tucheng district, new taipei city, taiwan 236",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,土城區,清和,新北市土城區清水路100號,121.4576793,24.981567,"no. 100, qingshui rd, tucheng district, new taipei city, taiwan 236",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,土城區,祥吉,新北市土城區延吉街194號,121.4678407,24.9851675,"no. 194, yanji st, tucheng district, new taipei city, taiwan 236",NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
新北市,土城區,祥泰,新北市土城區中山路38號,121.425571,24.9642094,"no. 38, zhongshan rd, tucheng district, new taipei city, taiwan 236",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,土城區,頂孝,新北市土城區中央路四段50-3.50-5號1樓,121.4203054,24.9606971,"no. 50, section 4, zhongyang rd, tucheng district, new taipei city, taiwan 236",NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
新北市,土城區,頂埔,新北市土城區中央路四段274號276號1樓,121.4145424,24.9567561,"276 1, no. 274, section 4, zhongyang rd, tucheng district, new taipei city, taiwan 236",NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,土城區,隆城,新北市土城區學士路15巷2號17號1樓,121.4535852,24.9826487,"1, no. 2, lane 15, xueshi rd, tucheng district, new taipei city, taiwan 236",NA,1,1,1,1,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,1,NA,NA
新北市,土城區,新永寧,新北市土城區中央路三段191之1號及永寧路1號3號,121.4308691,24.9647825,"1, no. 191, section 3, zhongyang rd, tucheng district, new taipei city, taiwan 236",NA,1,1,1,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,土城區,新亞洲,新北市土城區亞洲路110號112號1樓,121.4339749,24.972388,"1, no. 110, asia rd, tucheng district, new taipei city, taiwan 236",NA,1,1,1,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,1,NA,1,NA,NA
新北市,土城區,新紫城,新北市土城區福安街38號40號,121.4191222,24.9648526,"no. 38, fu'an st, tucheng district, new taipei city, taiwan 236",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,NA,NA,1,NA,NA
新北市,土城區,新裕生,新北市土城區裕民路57號及55巷2號,121.449035,24.9879975,"no. 57, yumin rd, tucheng district, new taipei city, taiwan 236",NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,土城區,新學府,新北市土城區學府路一段223號225號1樓,121.4513736,24.9841258,"1, no. 223號、225號, section 1, xuefu rd, tucheng district, new taipei city, taiwan 236",NA,1,1,1,1,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,土城區,聖運,新北市土城區明德路二段157.159號,121.4490317,24.9826808,"section 2, mingde rd, tucheng district, new taipei city, taiwan 236",NA,1,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,1,NA,NA,NA,1
新北市,土城區,聖德,新北市土城區明德路二段207號1樓,121.4464978,24.9835766,"1, no. 207, section 2, mingde rd, tucheng district, new taipei city, taiwan 236",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,土城區,福祥,新北市土城區中央路一段320號322號,121.443054,24.9816539,"no. 320, section 1, zhongyang rd, tucheng district, new taipei city, taiwan 236",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,土城區,德城,新北市土城區明德路一段139號141號,121.4652624,24.9801739,"no. 139, section 1, mingde rd, tucheng district, new taipei city, taiwan 236",NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,土城區,慶祥,新北市土城區中華路二段126號1樓,121.4375492,24.9737844,"1, no. 126, section 2, zhonghua rd, tucheng district, new taipei city, taiwan 236",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
新北市,土城區,摩漾,新北市土城區中央路二段61巷21號1樓,121.4444426,24.9785604,"1樓, no. 21號, lane 61, section 2, zhongyang rd, tucheng district, new taipei city, taiwan 236",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
新北市,土城區,學城,新北市土城區學府路一段118號,121.4555099,24.9876977,"no. 118, section 1, xuefu rd, tucheng district, new taipei city, taiwan 236",NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA
新北市,土城區,學裕,新北市土城區學成路91巷2號93號1樓,121.4508179,24.9884613,"1, no. 2, lane 91, xuecheng rd, tucheng district, new taipei city, taiwan 236",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,土城區,濬家,新北市土城區廣明街2號,121.4560846,24.9918151,"no. 2, guangming st, tucheng district, new taipei city, taiwan 236",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,土城區,鴻成,新北市土城區學府路一段28號1樓,121.4583118,24.9886098,"1, no. 28, section 1, xuefu rd, tucheng district, new taipei city, taiwan 236",NA,1,1,1,1,NA,NA,1,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,土城區,燿福,新北市土城區中山路1-1號1樓,121.4121851,24.9606012,"1, no. 1-1, zhongshan rd, tucheng district, new taipei city, taiwan 236",NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,1,NA,NA,NA,NA
新北市,土城區,鑫城,新北市土城區中華路一段100號1樓,121.4442238,24.987101,"1, no. 100, section 1, zhonghua rd, tucheng district, new taipei city, taiwan 236",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,蘆洲區,文豪,新北市蘆洲區民族路402號406號1樓,121.4747908,25.0914683,"1樓, no. 402、406號, minzu rd, luzhou district, new taipei city, taiwan 247035",NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
新北市,蘆洲區,民仁,新北市蘆洲區仁愛街58號60號,121.4716925,25.0937834,"no. 58, ren'ai st, luzhou district, new taipei city, taiwan 247",NA,1,1,1,1,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,蘆洲區,民欣,新北市蘆洲區光榮路63號65號67號,121.461177,25.0885248,"no. 63, guangrong rd, luzhou district, new taipei city, taiwan 247",NA,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,1,1,NA,NA,NA,NA
新北市,蘆洲區,民悅,新北市蘆洲區民族路316.318號,121.4753067,25.0911285,"minzu rd, luzhou district, new taipei city, taiwan 247",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
新北市,蘆洲區,永樂,新北市蘆洲區永樂街35號37號1樓,121.4579526,25.0882058,"37 1, no. 35, yongle st, luzhou district, new taipei city, taiwan 247",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA
新北市,蘆洲區,光明,新北市蘆洲區光明路71號,121.4609745,25.0869955,"no. 71, guangming rd, luzhou district, new taipei city, taiwan 247",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA
新北市,蘆洲區,池田,新北市蘆洲區民族路224號226號1樓,121.4796474,25.0880499,"1, no. 224, minzu rd, luzhou district, new taipei city, taiwan 247",NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,蘆洲區,和華,新北市蘆洲區正和街28號,121.4697364,25.0821644,"no. 28, zhenghe st, luzhou district, new taipei city, taiwan 247",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,蘆洲區,長九,新北市蘆洲區九芎街92號94號1樓,121.4657275,25.0799627,"1, no. 92, jiuqiong st, luzhou district, new taipei city, taiwan 247",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA
新北市,蘆洲區,長洲,新北市蘆洲區長安街25.27號1樓,121.4578893,25.0819859,"247026, taiwan, new taipei city, luzhou district, zhongyuan rd, 80號1樓",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,蘆洲區,長樂,新北市蘆洲區長安街269號,121.4585105,25.0839244,"no. 269, chang'an st, luzhou district, new taipei city, taiwan 247",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,蘆洲區,信義路,新北市蘆洲區信義路341號341之1號341之2號341之3號1樓,121.477713,25.0869937,"1, no. 341, xinyi rd, luzhou district, new taipei city, taiwan 247",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,蘆洲區,前進,新北市蘆洲區中正路185巷50號52號1樓,121.4670183,25.0849414,"247, taiwan, new taipei city, luzhou district, lane 185, zhongzheng rd, 50號52號1樓",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,蘆洲區,美禎,新北市蘆洲區復興路322號,121.4819143,25.0902298,"no. 322, fuxing rd, luzhou district, new taipei city, taiwan 247",NA,1,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA
新北市,蘆洲區,飛龍,新北市蘆洲區永安南路二段356號環堤大道2號6號,121.4561705,25.0829244,"2 6, no. 356, section 2, yong'an s rd, luzhou district, new taipei city, taiwan 247",NA,1,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,NA,NA,1,1,1,NA,NA
新北市,蘆洲區,珈英,新北市蘆洲區復興路92號,121.4757414,25.0868877,"no. 92, fuxing rd, luzhou district, new taipei city, taiwan 247",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA
新北市,蘆洲區,徐匯,新北市蘆洲區中山一路6號1樓,121.4806307,25.0803608,"1, no. 6, zhongshan 1st rd, luzhou district, new taipei city, taiwan 247",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
新北市,蘆洲區,泰星,新北市蘆洲區成功里長安街276號,121.4574542,25.0870995,"no. 276, chang'an st, luzhou district, new taipei city, taiwan 247",NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA
新北市,蘆洲區,健倫,新北市蘆洲區保新里4鄰三民路230號,121.4684862,25.0896247,"no. 230, sanmin rd, luzhou district, new taipei city, taiwan 247",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,1,NA,NA
新北市,蘆洲區,得勝,新北市蘆洲區得勝街67號1樓,121.4740657,25.0838294,"1, no. 67, desheng st, luzhou district, new taipei city, taiwan 247",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,蘆洲區,盛發,新北市蘆洲區光復路10號,121.4626299,25.0842753,"no. 10, guangfu rd, luzhou district, new taipei city, taiwan 247",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
新北市,蘆洲區,統吉,新北市蘆洲區永平街32巷12弄1號,121.459289,25.0915441,"no. 1, alley 12, lane 32, yongping st, luzhou district, new taipei city, taiwan 247",NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,蘆洲區,智華,新北市蘆洲區光華路72號,121.4680201,25.0828053,"no. 72, guanghua rd, luzhou district, new taipei city, taiwan 247",NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA
新北市,蘆洲區,華安,新北市蘆洲區長安街107號,121.4614719,25.0808422,"no. 107, chang'an st, luzhou district, new taipei city, taiwan 247",NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,蘆洲區,陽州,新北市蘆洲區重陽街92.96號1樓,121.4815427,25.0836166,"chongyang st, luzhou district, new taipei city, taiwan 247",NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,1,NA,NA,NA,NA
新北市,蘆洲區,集德,新北市蘆洲區集賢路228號1樓,121.4822356,25.0864795,"1, no. 228, jixian rd, luzhou district, new taipei city, taiwan 247",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,蘆洲區,集賢,新北市蘆洲區集賢路271號,121.4810905,25.0835157,"no. 271, jixian rd, luzhou district, new taipei city, taiwan 247",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,蘆洲區,新天際,新北市蘆洲區三民路575號,121.4619679,25.0924707,"no. 575, sanmin rd, luzhou district, new taipei city, taiwan 247",NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,蘆洲區,新吉麗,新北市蘆洲區中山一路204號1樓,121.473444,25.0809329,"1, no. 204, zhongshan 1st rd, luzhou district, new taipei city, taiwan 247",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,蘆洲區,新義民,新北市蘆洲區民族路122號124號,121.479095,25.0855923,"no. 122, minzu rd, luzhou district, new taipei city, taiwan 247",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,蘆洲區,旗開,新北市蘆洲區中央路181號1樓及復興路16號1樓,121.4724219,25.0846696,"1, no. 181, zhongyang rd, luzhou district, new taipei city, taiwan 247",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA
新北市,蘆洲區,領袖,新北市蘆洲區集賢路224巷60號62號,121.4810175,25.0880007,"no. 60, lane 224, jixian rd, luzhou district, new taipei city, taiwan 247",NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
新北市,蘆洲區,憲金,新北市蘆洲區光華路22巷1號,121.4693752,25.0833476,"no. 1, lane 22, guanghua rd, luzhou district, new taipei city, taiwan 247",NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,蘆洲區,雙捷,新北市蘆洲區信義路162號166號168號1樓,121.4793495,25.0837435,"1, no. 162, xinyi rd, luzhou district, new taipei city, taiwan 247",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,蘆洲區,雙華,新北市蘆洲區中華街39號、中華街35巷6號1樓,121.4630687,25.0812716,"no. 39, zhonghua rd, luzhou district, new taipei city, taiwan 247",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
新北市,蘆洲區,蘆三,新北市蘆洲區三民路6號8號,121.476068,25.0821127,"no. 6, sanmin rd, luzhou district, new taipei city, taiwan 247",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,1,NA,NA,1,NA,1,NA,NA
