en_address,county,town,name,addresses,停車場,廁所,ATM,座位區,ibon WiFi,OPEN! STORE,千禧血壓站,冰塊杯販售,霜淇淋,台塑有機蔬菜,美妝,Mister Donut甜甜圈,ibon,現萃茶,現蒸地瓜,統一生機,OPEN!兒童閱覽室,K·Seren,21TOGO,烘培坊,!+? CAFE RESERVE,博客來,糖果屋,日本7-ELEVEN限定,國際精品專櫃,精品咖啡,CITY CAFE氮氣飲品,天素地蔬,嚴選素材冷凍鮮物,光合帕尼尼,冷凍交貨便,酒BAR,寵物生活專區,酷聖石,甜點專櫃
"No. 153, National Qing Road, Banqiao District, New Taipei City",新北市,板橋區,國慶,新北市板橋區國慶路153號,,1,1,1,1,,,,,,,,1,,1,,1,,,,,,,1,1,1,,,,,1,,,,
"No. 2-6, Lane 270, Section 3, Panqiao District, Banqiao District, New Taipei City",新北市,板橋區,勝多,新北市板橋區縣民大道三段270巷2-6號,,1,1,1,1,,,,,1,,,1,,,1,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 110.112, Section No. 110.112, Section 1, Banqiao District, New Taipei City",新北市,板橋區,富江,新北市板橋區長江路一段110.112號1樓,,1,1,1,,,,,,,,,1,,1,,,,,,,,,1,1,1,,,,,1,,1,,
"No. 2, Lane 89, Xinsheng Street, Banqiao District, New Taipei City",新北市,板橋區,智樂,新北市板橋區新生街89巷2號,,1,1,,1,,,1,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 11.13, Lane 245, Section 2, Sichuan Road, Banqiao District, New Taipei City",新北市,板橋區,華川,新北市板橋區四川路二段245巷11.13號1樓,,1,1,1,,,,,,,,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"No. 209, 211 Huajiang Road, Banqiao District, New Taipei City",新北市,板橋區,華利,新北市板橋區華江一路209、211號,,1,1,1,,,,,,,,,1,,1,,,,,,,,,1,1,1,,1,,,1,,,,
"No. 1.2 Floor, No. 501, Huajiang Road, Banqiao District, New Taipei City",新北市,板橋區,華富,新北市板橋區華江一路501號1.2樓.503號1.2樓,,1,1,1,,,,,,,,,1,,1,,,,,,,1,,1,1,1,,1,,,1,,,,
"1st Floor, No. 87, No. 87, Guixing Road, Banqiao District, New Taipei City",新北市,板橋區,華貴,新北市板橋區貴興路85號87號1樓,,,1,1,,,,,,1,,,1,1,1,,,,,,,,,,1,1,,1,,,1,,,,
"No. 63, Jiguang Road, Banqiao District, New Taipei City",新北市,板橋區,華翠,新北市板橋區莒光路63號,,,1,,1,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,
"No. 8 and 8, No. 8 and 8, Lane 47, Section 2, Sichuan Road, Banqiao District, New Taipei City",新北市,板橋區,華德,新北市板橋區四川路二段47巷3弄8號及8之1號,1,1,1,1,1,,,1,,1,,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 27, Guixing Road, Banqiao District, New Taipei City",新北市,板橋區,貴興,新北市板橋區貴興路25號27號1樓,,1,1,1,1,,,1,,1,,,1,1,1,,,,,,,,,1,1,,,,,,1,,,,
"1st Floor, No. 5, No. 5, No. 5, No. 1, No. 1, No. 1, No. 31, Nanya East Road, Banqiao District, New Taipei City",新北市,板橋區,雅東,新北市板橋區南雅東路31之1號5號6號7號1樓,,,1,1,1,,,1,,1,,,1,1,1,,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 183, No. 183 Hansheng East Road, Banqiao District, New Taipei City",新北市,板橋區,雅盛,新北市板橋區漢生東路181號183號1樓,,,1,1,1,,,1,,1,,,1,,1,1,,,,,,1,,1,1,1,,1,,,1,,,,
"1st Floor, No. 104, No. 104, No. 102, Section 2, Nanya West Road, Banqiao District, New Taipei City",新北市,板橋區,園林,新北市板橋區南雅西路二段102號104號1樓,,1,1,1,1,,,1,,,,,1,,,,,,,,,,,1,1,,,,,,1,,,,
"No. 161, No. 161, Section 1, Zhongshan Road, Banqiao District, New Taipei City",新北市,板橋區,新北市,新北市板橋區中山路一段161號B1樓,,,,1,,,1,,,,,1,1,1,1,,,,,,,,,1,1,1,,1,,1,1,,,,
"No. 423, No. 421, No. 419, Section 1, Banqiao District, Banqiao District, New Taipei City",新北市,板橋區,新巨蛋,新北市板橋區長江路一段419號421號423號,,1,1,1,1,,,1,,1,,,1,1,1,,,,,,,,,1,1,1,,1,,1,1,,,,
"1st Floor, No. 34-1, Practicing Road, Banqiao District, New Taipei City",新北市,板橋區,新兆圓,新北市板橋區實踐路34號34-1號1樓,,1,1,1,1,,,,,,1,,1,1,1,,,,,,,1,,1,1,1,,1,,,1,,1,,
"2nd Floor, No. 21, No. 21, Section 2, Nanya South Road, Banqiao District, New Taipei City",新北市,板橋區,新亞醫,新北市板橋區南雅南路二段21號1樓2樓,,,,,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,1,,,,,
"No. 75, Xinfu Road, Banqiao District, New Taipei City",新北市,板橋區,新府,新北市板橋區新府路75號B2樓,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,
"No. 135, Section 1, Cultural Road, Banqiao District, New Taipei City",新北市,板橋區,新板橋,新北市板橋區文化路一段135號,,,1,1,1,,,1,,,,,1,,1,,,,,,,,,1,1,1,,,,,,,,,
"14, No. 232, No. 232, No. 232, No. 232, No. 23, No. 232, Panqiao District, New Taipei City",新北市,板橋區,新埔站,新北市板橋區民生路2段232號1.2樓之14、232號1.2樓之15,,1,1,1,,,,,,,,,1,,1,,,,,,,,,,1,1,,,,,1,,,,
"1st Floor, No. 185, Section 2, Daguan Road, Banqiao District, New Taipei City",新北市,板橋區,新展,新北市板橋區大觀路二段185號1樓,,1,1,1,1,,,,,,,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"No. 138, Xinhai Road, Weideli District, Banqiao District, New Taipei City",新北市,板橋區,新海,新北市板橋區文德里新海路138號,,,1,,1,,,1,,,,,1,,,,,,,,,,,1,1,,,,,,1,,,,
"No. 3, Lane 124 Lane 124, Qiaolong No.1 Street, Banqiao District, New Taipei City",新北市,板橋區,新僑中,新北市板橋區僑中一街124巷3弄3號,,1,1,1,1,,,,,1,,,1,1,1,,,,,,,,,1,1,1,,1,,,1,,1,,
"No.11, No. 14 Lane 1, Section 1, Sanmin Road, Banqiao District, New Taipei City",新北市,板橋區,新翠華,新北市板橋區三民路一段31巷14號16號,,1,1,1,1,,,1,,,,,1,,,1,,,,,,,,1,1,1,,1,,,1,,1,,
"1st Floor, No. 57, No. 57, Daguan Road, Banqiao District, New Taipei City",新北市,板橋區,新觀和,新北市板橋區大觀路二段55號57號1樓,,,1,1,1,,,,,,,,1,1,,,,,,,,,,1,1,,,1,,,1,,,,
"1st Floor, No. 108.110, Kun Erjie Street, Banqiao District, New Taipei City",新北市,板橋區,溪州,新北市板橋區溪崑二街108.110號1樓,,1,1,1,1,,,1,,,,,1,1,,,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 70, No. 70, Lane 212, Section 3, Daguan Road, Banqiao District, New Taipei City",新北市,板橋區,溪崑,新北市板橋區大觀路三段212巷70號72號1樓,,,1,1,1,,,,,,,,1,,1,,,,,,,1,,1,1,1,,1,,,1,,,,
"No. 52, Datong Street, Long Cuili, Banqiao District, New Taipei City",新北市,板橋區,瑞林,新北市板橋區龍翠里大同街52號,,1,1,1,1,,,,,,,,1,1,1,,1,,,,,1,,1,1,1,,1,,,1,,,,
"No. 75, Ruian Street, Banqiao District, New Taipei City",新北市,板橋區,瑞新,新北市板橋區瑞安街75號,,1,1,1,1,1,,1,,1,,,1,,,1,1,,,,,,,1,1,1,,,,,1,,,,
"No. 223, Jiguang Road, Banqiao District, New Taipei City",新北市,板橋區,萬板,新北市板橋區莒光路221號223號,,1,1,,1,,,1,,,,,1,,1,,,,,,,,,1,,1,,1,,,1,,,,
"1st Floor, No. 46 Lane 226, Lane 226, Minsheng Road, Huajiangli District, Banqiao District, New Taipei City",新北市,板橋區,萬鄰,新北市板橋區華江里民生路二段226巷46號1樓,,,1,1,1,,,1,,,,,1,1,,,,,,,,,,1,,1,,,,,1,,,,
"No. 110, Yumin Street, Banqiao District, New Taipei City",新北市,板橋區,裕民,新北市板橋區裕民街110號,,1,1,1,1,,,1,,1,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"No. 106, No. 104, Qiaomung -1 Street, Banqiao District, New Taipei City",新北市,板橋區,僑一,新北市板橋區僑中一街104號106號,,,1,1,1,,,,,,,,1,,1,,,,,,,,,1,1,1,,,,,1,,1,,
"No. 2, No. 116, Lane 116, Qiaomezhong Street, Banqiao District, New Taipei City",新北市,板橋區,僑興,新北市板橋區僑中二街116巷2號.4號,,1,1,,,,,,,,,,1,,1,,,,,,,,,,1,1,,,,,1,,1,1,
"1st floor, No. 45, Hangsheng East Road, Banqiao District, New Taipei City",新北市,板橋區,漢生東,新北市板橋區漢生東路45號1樓,,,1,1,,,,,,,,,1,,1,,,,,,,,,1,1,1,,1,,,1,,,,
"1st Floor, No. 66, Hangsheng West Road, Banqiao District, New Taipei City",新北市,板橋區,漢西,新北市板橋區漢生西路64號66號1樓,,1,1,1,1,,,1,,,,,1,,,,,,,,,,,1,1,,,,,,1,,,,
"No. 309, Hangsheng East Road, Banqiao District, New Taipei City",新北市,板橋區,漢東,新北市板橋區漢生東路309號,,,1,1,1,,,1,,,,,1,,,1,,,,,,,,1,1,1,,1,,,1,,,,
"1st Floor, No. 160, No. 158 Yangming Street, Banqiao District, New Taipei City",新北市,板橋區,維陽,新北市板橋區陽明街158號160號1樓,,1,1,1,1,,,1,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"No. 139, Siwei Road, Banqiao District, New Taipei City",新北市,板橋區,維群,新北市板橋區四維路139號,,,1,1,1,,,1,,,,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 278, No. 276, Siwei Road, Banqiao District, New Taipei City",新北市,板橋區,維禮,新北市板橋區四維路276號278號1樓,,,1,1,,,,,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 12, No. 124, No. 124 and No. 12, Section 2, Nanya South Road, Banqiao District, New Taipei City",新北市,板橋區,遠揚,新北市板橋區南雅南路2段124號及2段142巷12號1樓,,,1,1,1,,,1,,,1,,1,1,1,,,,1,,,,,1,1,1,,1,,1,1,,,,
"1st Floor, No. 106 Zhongzheng Road, Banqiao District, New Taipei City",新北市,板橋區,墩璞,新北市板橋區中正路106號1樓,,1,1,1,,,,,,,,,,,1,,,,,,,,,,1,1,,,,1,1,,,,
"1st Floor, No. 91, Guangming Street, 194, Chongqing Road, Banqiao District, New Taipei City",新北市,板橋區,慶中,新北市板橋區重慶路194號光明街91號1樓,,,1,1,1,,,1,,,,,1,,,1,,,,,,,,1,1,,,,,,1,,,,
"1st Floor, No. 306 No. 306, No. 306, Section 2, Zhongshan Road, Banqiao District, New Taipei City",新北市,板橋區,樂福,新北市板橋區中山路二段304號306號1樓,,,1,1,1,,,1,,,,,1,,1,,,,,,,,,1,1,,,,,,1,,,,
"No. 23, Zhongzheng Road, Banqiao District, New Taipei City",新北市,板橋區,緯中,新北市板橋區中正路21號23號,,1,1,1,1,,,,,,,,1,,1,,,,,,,,,1,1,,,1,,,1,,,,
"No. 175, Yongfeng Street, Banqiao District, New Taipei City",新北市,板橋區,戰國,新北市板橋區永豐街173號175號,,1,1,1,1,,,1,,,,,1,1,,1,,,,,,,,1,1,1,,,,,1,,1,,
"1st Floor, 105, Xicheng Road, Banqiao District, New Taipei City",新北市,板橋區,樹中,新北市板橋區溪城路105號1樓,,1,1,1,1,,,1,,,,,1,,,1,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 43.45, Xibei Road, Banqiao District, New Taipei City",新北市,板橋區,樹溪,新北市板橋區溪北路43.45號1樓,,1,1,1,,,,,,,,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 108, No. 108, Section 2, Banqiao District, New Taipei City",新北市,板橋區,縣東,新北市板橋區縣民大道二段108號1樓,,1,1,1,1,,,1,,,,,1,1,1,,,,,,,,,1,1,1,,,,,,,,,
"1st Floor, No. 1, No. 1 No. 1, Lane 2, No. 200 Lane 2, Banqiao District, Banqiao District, New Taipei City",新北市,板橋區,縣道,新北市板橋區縣民大道二段200巷1號3號1樓,,1,1,1,1,,,1,,,,,1,,1,,,,,1,,,,1,1,1,,,,,1,,,,
"No. 20, 22, 24, Dexing Street, Banqiao District, New Taipei City",新北市,板橋區,興板,新北市板橋區德興街20、22、24號,,1,1,1,1,,,1,,,,,1,1,1,,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 36 Lane 34, Lane 37, Section 2, Daguan Road, Banqiao District, New Taipei City",新北市,板橋區,興觀,新北市板橋區大觀路二段37巷34號36號1樓,,,1,1,,,,,,,,,1,1,1,,,,,,,,,,1,1,,1,,,1,,,,
"1st Floor, No. 1, 17, No. 1, 17, 15, No. 15, No. 17, No.15, Banqiao District, New Taipei City",新北市,板橋區,館東,新北市板橋區館前東路15、15之1、17號1樓,,,1,1,1,,,1,,,1,,1,1,1,,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 26, Qiandong Road, Banqiao District, New Taipei City",新北市,板橋區,館慶,新北市板橋區館前東路26號1樓,,1,1,1,1,,,1,,,1,,1,1,1,,,,,,,,,1,1,1,,1,,,1,,1,,
"No. 2, No. 138, No. 138, No. 138, Double Tenth Road, Banqiao District, New Taipei City",新北市,板橋區,龍翠,新北市板橋區雙十路二段138之1號138之2號,,,1,1,1,,,,,,,,1,,1,1,,,,,,,,1,1,1,,,,,,,,,
"1st Floor, No. 93, No. 95 Longquan Street, Datui Li, Banqiao District, New Taipei City",新北市,板橋區,糧驛,新北市板橋區德翠里龍泉街93號、95號1樓,,,1,1,1,,,1,,1,,,1,1,1,1,,,,,,1,,1,1,1,,,,,,,,,
"No. 412, Section 2, Zhongshan Road, Banqiao District, New Taipei City",新北市,板橋區,舊社,新北市板橋區中山路二段412號,,1,1,1,1,,,1,,1,,,1,,1,,,,,,,,,1,,1,,,,,1,,,,
"No. 1, No. 10, No. 10, No. 10, No. 10, No. 10, No. 10, No. 1, No. 10, Section 1, Sanqiao District, New Taipei City",新北市,板橋區,豐成,新北市板橋區三民路一段31巷89弄10號12號1樓,,1,1,1,1,,,1,,,,,1,1,1,1,,,,,,,,1,1,1,,1,,,1,,,,
"No. 32, No. 30 Lane 47, Section 2, Double Shiqiao, Banqiao District, New Taipei City",新北市,板橋區,雙源,新北市板橋區雙十路二段47巷30號32號,,1,1,1,1,,,,,,,,1,1,1,,,,,,,,,1,1,,,,,,1,,,,
"No. 401, No. 399, Section 2, Zhongshan Road, Banqiao District, New Taipei City",新北市,板橋區,馥都,新北市板橋區中山路二段399號401號,,,1,1,1,,,,,,,,1,1,,,,,,,,,,1,1,1,,1,,,1,,,,
"No. 111, Minzhi Street, Banqiao District, New Taipei City",新北市,板橋區,懷民,新北市板橋區民治街111號,,,1,1,1,,,1,,,,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"No. 1, No. 1, Lane 52, Minzhi Street, Banqiao District, New Taipei City",新北市,板橋區,懷治,新北市板橋區民治街52巷1號.3號,,,1,1,,,,,,,,,1,,1,,,,,,,,,1,1,,,,,,1,,,,
"1st Floor, No. 205, Huaide Street, Banqiao District, New Taipei City",新北市,板橋區,懷翠,新北市板橋區懷德街203號205號1樓,,1,1,1,1,,,1,,,,,1,1,1,,,,,,,,,1,1,1,,1,,,1,,,,
"No. 57, Huaide Street, Banqiao District, New Taipei City",新北市,板橋區,懷德,新北市板橋區懷德街55號57號,,,1,1,1,,,,,,,,1,1,,1,,,,,,,,1,1,,,1,,,1,,,,
"1st Floor, No. 22, Lane 50, Section No. 50, Section 1, Banqiao District, New Taipei City",新北市,板橋區,耀心,新北市板橋區中山路一段50巷22號1樓,,,1,1,1,,,,,,1,1,1,1,1,1,,,,,,1,,1,1,1,,1,1,,1,,1,,
"No. 60, Zhuangjing Road, Banqiao District, New Taipei City",新北市,板橋區,議會,新北市板橋區莊敬路60號,,,1,1,1,,,1,,1,,,1,,1,,,,,,,,,1,,1,,1,,,,,,,
"No. 166 Lane No. 2, No. 166 Lane, No. 174, Section 2, Daguan Road, Banqiao District, New Taipei City",新北市,板橋區,觀泰,新北市板橋區大觀路二段174巷166弄2號4號,,,1,1,1,,,1,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,1,,
"1st Floor, No. 39 Longxing Street, Banqiao District, New Taipei City",新北市,板橋區,觀龍,新北市板橋區龍興街39號41號1樓,,,1,1,1,,,1,,,,,1,,,,,,,,,,,1,1,1,,1,,,1,,,,
"No. 18, Lane 115, Section 3, Sanzhong District, New Taipei City",新北市,三重區,八重,新北市三重區重新路三段115巷18號,,1,1,1,,,,,,,,,1,,1,,,,,,,,,1,1,1,,1,,,1,,,,
"1st Floor, No. 276, Sanmin Street, Futian, Sanzhong District, New Taipei City",新北市,三重區,三田,新北市三重區福田里三民街274號276號1樓,,,1,1,,,,,,,,,1,1,1,,,,,1,,,,,1,1,,,,,1,,1,,
"No. 1, No. 139, No. 139, Dazhi Street, Mie City, New Taipei City",新北市,三重區,三禾,新北市三重區大智街139號139之2號1樓,,,1,1,1,,,1,,1,,,1,,,,,,,,,,,1,1,1,,1,,,1,,,,
"No. 104, No. 104, Ziqiang Road, Sanzhong District, New Taipei City",新北市,三重區,三好,新北市三重區自強路四段102號104號1樓,,1,1,1,1,,,1,,,,,1,1,1,,,,,,,,,1,1,1,,,,,1,1,1,1,
"235, Justice North Road, Mie District, New Taipei City",新北市,三重區,三安,新北市三重區正義北路235號,,,1,,1,,,1,,,,,1,1,,,,,,,,,,1,1,,,1,,1,1,,,,
"No. 18 Section 3, Re -Road, Sanzhong District, New Taipei City",新北市,三重區,三重,新北市三重區重新路三段18號,,,1,1,1,,,1,,,,,1,,1,,,,,,,,,1,,1,,,,,1,,,,
"No. 135, No. 135, Justice South Road, Sanzhong District, New Taipei City",新北市,三重區,三重一,新北市三重區正義南路133號135號,,,1,1,,,,,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"No. 26 Xiazhuwei Street, Mie District, New Taipei City",新北市,三重區,下竹圍,新北市三重區下竹圍街26號,,1,1,1,1,,,1,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"Lane 148, No. 148, No. 148, Datong North Road, Sanzhong District, New Taipei City",新北市,三重區,大心,新北市三重區大同北路148巷2-1號1.2樓和2-2號,,1,1,1,,,,,,,,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"No. 186 No. 186, No. 184, Section 1, Section 1, Sanzhong District, New Taipei City",新北市,三重區,大立,新北市三重區力行路一段184號186號1樓,,,1,1,,,,,,,,,1,1,1,,,,,,,,,,1,1,,,,,1,,,,
"No. 106, No. 106 Datong South Road, Mie District, New Taipei City",新北市,三重區,大同南,新北市三重區大同南路102號106號,,,1,1,,,,,,,,,1,1,1,,,,,,,,,,1,1,,,,,1,,,,
"No. 63, Datong North Road, Mie District, New Taipei City",新北市,三重區,大智,新北市三重區大同北路63號,,1,1,1,1,,,,,,,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 27, Lane 80, Renhua Street, Sanzhong District, New Taipei City",新北市,三重區,大興,新北市三重區仁華街80巷27號1樓,1,1,1,1,1,,,1,,1,,,1,,,1,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 158 Jixian Road, Mie District, New Taipei City",新北市,三重區,川詠山,新北市三重區集賢路158號1樓,,1,1,1,,,,,,1,,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"No. 248-2, No. 248-2, Zhongzheng South Road, Sanzhong District, New Taipei City",新北市,三重區,中南,新北市三重區中正南路248-1號248-2號,,1,1,1,1,,,1,,1,,,1,,,,,,,,,,,1,1,,,,,,1,,,,
"No.12 Floor, No. 148, Wuhua Street, Sanzhong District, New Taipei City, 1st Floor No. 150",新北市,三重區,五華,新北市三重區五華街148號1.2樓，150號1樓,,1,1,1,1,,,1,,1,,,1,1,1,,,,,,,,,1,1,1,,1,,,1,,,,
"No. 50, Renai Street, Mie District, New Taipei City",新北市,三重區,仁仁,新北市三重區仁愛街50號,,1,1,1,1,,,,,1,1,,1,1,1,1,,,,,,,,1,1,1,,1,,,1,,,,1
"No. 8, 6.14 of Lane 39, Lane 39, Renxing Street, Mie City, New Taipei City",新北市,三重區,仁盛,新北市三重區仁興街39巷14之6.14之7.14之8號,,,1,,,,,,,,,,1,1,1,,,,,,,1,,1,1,1,,1,,,1,,,,
"No. 155 Lane 255, No. 155, No. 1, No. 1, Lane, No. 255, Lane 255, Sanzhong District, New Taipei City",新北市,三重區,六張街,新北市三重區六張街255巷17弄1號1樓255巷15號,,1,1,1,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,1,,1,,
"No. 479, No. 479, Renai Street, Mie City, New Taipei City",新北市,三重區,分子尾,新北市三重區仁愛街479號479之1號,,1,1,1,1,,,1,,1,,,1,1,1,1,,,,,,,,1,1,1,,1,,,1,,1,,
"No. 1, No.13, No. 13, Rightsday Road, Rindery, Mie District, New Taipei City",新北市,三重區,天台,新北市三重區仁德里正義南路13號15號1樓,,1,1,1,1,,,,,,,,1,1,1,,,,,,,,,1,1,1,,,,,1,,,,
"No. 687, Renai Street, Mie District, New Taipei City",新北市,三重區,天勝,新北市三重區仁愛街687號,,1,1,1,1,,,,,,,,1,1,,1,,,,,,,,1,1,,,,,,,,,,
"No. 221, No. 219, Longmen Road, Sanzhong District, New Taipei City",新北市,三重區,天龍,新北市三重區龍門路217號219號221號,,,1,1,1,,,1,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"No. 7 Cultural South Road, Mie District, New Taipei City",新北市,三重區,文興,新北市三重區文化南路7號,,1,1,1,1,,,1,,1,1,,1,1,1,,,,,,,,1,1,1,1,,1,,,,,,,
"No. 3, No. 3, No. 3, No. 2, No. 2, No. 18, Zhongzheng North Road, Sanzhong District, New Taipei City",新北市,三重區,日揚,新北市三重區中正北路18之2號之3號之4號1樓,,,1,1,1,,,1,,,,,1,1,1,1,,,,,,,,1,1,1,,,,,1,,1,,
"No. 51, Justice North Road, Mie District, New Taipei City",新北市,三重區,平安,新北市三重區正義北路51號,,,1,,1,,,,,,,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"No. 235, Zhongzheng North Road, Mie District, New Taipei City",新北市,三重區,正大,新北市三重區中正北路235號,,1,1,1,1,,,1,,,,,1,,,,,,,,,,,1,1,,,,,,1,,1,,
"No. 153, No. 153 Zhongzheng North Road, Sanzhong District, New Taipei City",新北市,三重區,正孝,新北市三重區中正北路151號153號,,1,1,1,1,,,1,,,,1,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 124, Zhongzheng North Road, Sanzhong District, New Taipei City",新北市,三重區,正果,新北市三重區中正北路122號124號1樓,,1,1,1,,,,1,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"No. 67, No. 67, Chongyi South Road, Mie District, New Taipei City",新北市,三重區,正南,新北市三重區正義南路67號69號,,1,1,1,1,,,1,,,1,,1,,,,,,,,,,,1,1,1,,1,,,1,,,,
"No. 388, No. 386, Shiyi North Road, Sanzhong District, New Taipei City",新北市,三重區,正陽,新北市三重區正義北路386號388號,,,1,1,1,,,1,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"No. 332, Justice North Road, Mie District, New Taipei City",新北市,三重區,正龍,新北市三重區正義北路332號,,1,1,1,1,,,1,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,
"No. 150.152, Sanmin Street, Sanzhong District, New Taipei City",新北市,三重區,田豐,新北市三重區三民街150.152號,,,1,1,,,,,,1,,,1,,1,,,,,,,,,1,1,1,,,1,,1,,,,
"No. 160, No. 158, Section 2, Line Road, Mie District, New Taipei City",新北市,三重區,立行,新北市三重區力行路二段158號160號,,1,1,1,1,,,,,,,,1,1,,,,,,,,,,1,1,1,,,,,1,,,,
"No. 60, No. 60, No. 60, No. 60, No. 60, No. 60, No. 60, No. 60, No. 60,",新北市,三重區,立福,新北市三重區力行路一段60之1號60之2號1樓,,1,1,1,1,,,,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"No. 52.54, Wuhua Street, Sanzhong District, New Taipei City",新北市,三重區,伍泉,新北市三重區五華街52.54號1樓,,,1,1,,,,,,,,,1,1,1,,,,,,,,,1,1,1,,,,,1,,,,
"No. 27-1, Lane 61, Section 1, Section 1, Sanzhong District, New Taipei City",新北市,三重區,光谷,新北市三重區光復路一段61巷27-1號,,1,1,1,,,,,,,,,1,1,1,,,,,,,1,,1,1,1,,,,,1,,,,
"No. 27, No. 27, Section 1, Section 1, Section 1, Sanzhong District, New Taipei City",新北市,三重區,先嗇宮,新北市三重區光復路一段25號27號1樓,,1,1,1,,,,,,,,,1,,1,1,,,,,,,,1,1,1,,1,,,1,,,,
"1st floor of No. 1 and 179, 179 and 179, Yongfu Street, Sanzhong District, New Taipei City",新北市,三重區,合康,新北市三重區永福街179之1及179之2號1樓,,1,1,1,1,,,,,,,,1,1,1,,,,,,,,,1,1,,,1,,,1,,,,
"No. 208, Renyi Street, Mie District, New Taipei City",新北市,三重區,百利,新北市三重區仁義街208號,,,1,,1,,,1,,1,,,1,1,,,,,,,,,,1,1,,,1,,,,,,,
"No. 232, Renyi Street, Mie District, New Taipei City",新北市,三重區,百義,新北市三重區仁義街232號,,,1,1,1,,,,,,,,1,1,,,,,,,,,,1,1,1,,,,,1,,,,
"No. 135, Che Lutou Street, Mie District, New Taipei City",新北市,三重區,車路頭,新北市三重區車路頭街135號,,1,1,1,1,,,,,,1,,1,1,1,1,,,,,,,,1,1,1,,1,,,1,,,,
"No. 125 and 127, Zhongzheng South Road, Sanzhong District, New Taipei City",新北市,三重區,里春,新北市三重區中正南路125、127號1樓,,1,1,1,,,,,,,,,1,,1,,,,,,,,,,1,1,,,,,1,,,,
"No. 29 Xiguan Street, Sanzhong District, New Taipei City",新北市,三重區,幸亞,新北市三重區溪尾街29號,,1,1,1,1,,,,,,1,,1,1,1,,,1,,,,1,,1,1,1,,1,,,1,,,,
"No. 272, Ziqiang Road, Sanzhong District, New Taipei City",新北市,三重區,幸福,新北市三重區自強路一段272號,,,1,1,1,,,1,,,,,1,1,,1,,,,,,,,1,1,1,,,,,1,,,,
"No. 61, Section 3, Zhongxiao Road, Mie District, New Taipei City",新北市,三重區,明益,新北市三重區忠孝路三段61號,,,1,1,1,,,,,,,,1,1,,,,,,,,,,1,1,1,,,,,1,,,,
"No. 181.183, Section 1, Zhongxiao Road, Sanzhong District, New Taipei City",新北市,三重區,金強,新北市三重區忠孝路一段181.183號,,1,1,1,,,,,,1,,,1,1,1,,,,,,,,,1,1,1,,,,,1,,,,
"No. 2-2, Changyuan Street, Mie District, New Taipei City",新北市,三重區,長元,新北市三重區長元街2-2號,,,1,1,1,,,1,,,,,1,,,,,,,,,,,1,,1,,,,,1,,,,
"1st floor, No. 127, No. 127, Sanhe Road, Sanzhong District, Sanzhong District, New Taipei City",新北市,三重區,長泰,新北市三重區三和路2段125號127號1樓,,,1,,1,,,1,,,,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"No. 6, No. 6, Sanhe Road, Sanzhong District, New Taipei City",新北市,三重區,長揚,新北市三重區三和路二段6號之2,,,1,1,1,,,1,,,,,1,,,,,,,,,,,1,,1,,,,,1,,,,
"1st Floor, No. 198, No. 198 Road, Shiyi North Road, Sanzhong District, New Taipei City",新北市,三重區,長壽,新北市三重區正義北路198號200號1樓,,,1,1,1,,,,,,,,1,,1,,,,,,,,,1,,,,,,,1,,,,
